7.030332183837890625e+01,2.104167747497558594e+01
7.368614959716796875e+01,2.136220932006835938e+01
7.143529510498046875e+01,3.514759826660156250e+01
7.162471008300781250e+01,4.992085647583007812e+01
6.753263854980468750e+01,2.089238929748535156e+01
6.586660003662109375e+01,3.489963912963867188e+01
6.593250274658203125e+01,4.945871734619140625e+01
7.232524871826171875e+01,1.591178989410400391e+01
7.302690124511718750e+01,1.294560623168945312e+01
7.217305755615234375e+01,1.458869552612304688e+01
7.408176422119140625e+01,1.638860511779785156e+01
7.078582000732421875e+01,1.522558975219726562e+01
7.273220062255859375e+01,3.246117019653320312e+01
8.163769531250000000e+01,5.700997924804687500e+01
7.603486633300781250e+01,1.453616905212402344e+01
8.137540435791015625e+01,2.963671493530273438e+01
9.201503753662109375e+01,5.303339004516601562e+01
